question_id,question,category,answer_1,score_1,answer_2,score_2,answer_3,score_3,answer_4,score_4,answer_5,score_5,answer_6,score_6,source_type,notes
Q0461,Name a color people commonly choose for a car,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0462,Name a color people commonly choose for a house,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0463,Name a color people commonly choose for clothing,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0464,Name a color people commonly choose for a bedroom,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0465,Name a color people commonly choose for a logo,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0466,Name a color people commonly choose in nature,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0467,Name a color people commonly choose at a party,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0468,Name a color people commonly choose for a wedding,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0469,Name a color people commonly choose for a phone,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0470,Name a color people commonly choose for a sports team,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0471,Name a color people commonly choose for a wall,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0472,Name a color people commonly choose for a backpack,Colors,RED,38.0,BLUE,24.0,GREEN,16.0,YELLOW,10.0,PURPLE,7.0,ORANGE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0473,Name a place people commonly go in a city,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0474,Name a place people commonly go on vacation,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0475,Name a place people commonly go on a weekend,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0476,Name a place people commonly go with friends,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0477,Name a place people commonly go with family,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0478,Name a place people commonly go after work,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0479,Name a place people commonly go for entertainment,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0480,Name a place people commonly go for shopping,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0481,Name a place people commonly go for exercise,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0482,Name a place people commonly go to relax,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0483,Name a place people commonly go to eat,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0484,Name a place people commonly go to study,Places,EAT,38.0,SHOP,24.0,RELAX,16.0,EXERCISE,10.0,STUDY,7.0,HAVE FUN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0485,Name an object people commonly use at home,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0486,Name an object people commonly use at work,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0487,Name an object people commonly use at school,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0488,Name an object people commonly use in a car,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0489,Name an object people commonly use in a bag,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0490,Name an object people commonly use in a kitchen,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0491,Name an object people commonly use in a bedroom,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0492,Name an object people commonly use in an office,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0493,Name an object people commonly use on a desk,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0494,Name an object people commonly use in a store,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0495,Name an object people commonly use on vacation,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0496,Name an object people commonly use every day,Objects,PAIRS,38.0,BOXES,24.0,BOTTLES,16.0,CANS,10.0,BAGS,7.0,PACKS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0497,What food comes to mind at breakfast?,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0498,What food comes to mind for lunch?,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0499,What food comes to mind for dinner?,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0500,What food comes to mind at a restaurant?,Food,PIZZA,38.0,BURGER,24.0,FRIES,16.0,CHICKEN,10.0,PASTA,7.0,ICE CREAM,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
